Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
Attrited Customer,50,M,1,Graduate,Divorced,$120K +,Blue,42,1,3,2,1656,0,1656,0.626,2073,44,0.833,0
Existing Customer,52,F,1,Graduate,Married,Less than $40K,Blue,42,4,2,3,2012,1230,782,0.668,3822,68,0.659,0.611
Existing Customer,43,F,2,Post-Graduate,Married,Less than $40K,Blue,31,6,1,1,2837,1807,1030,0.609,4279,83,0.627,0.637
Existing Customer,40,F,3,Graduate,Single,Less than $40K,Blue,28,6,2,2,1709,0,1709,0.685,4981,79,0.975,0
Existing Customer,41,M,3,Unknown,Married,$60K - $80K,Blue,32,4,1,3,5071,1043,4028,0.667,3358,62,0.722,0.206
Existing Customer,49,F,3,Graduate,Unknown,$40K - $60K,Blue,41,3,2,2,3585,931,2654,0.62,4399,78,0.733,0.26
Existing Customer,45,F,4,Graduate,Married,Unknown,Blue,35,4,2,2,2705,0,2705,0.736,4749,80,0.778,0
Existing Customer,56,F,1,Graduate,Single,Less than $40K,Blue,36,4,3,2,1936,1101,835,0.984,4578,70,0.892,0.569
Existing Customer,36,F,1,Graduate,Married,$40K - $60K,Blue,36,5,1,3,3635,1617,2018,0.828,4045,62,1.067,0.445
Existing Customer,46,F,1,High School,Married,Less than $40K,Blue,37,4,2,2,2532,1487,1045,0.581,4143,71,1.029,0.587
Existing Customer,54,F,4,Unknown,Married,Less than $40K,Blue,41,3,1,3,2028,0,2028,0.823,4030,78,0.733,0
Attrited Customer,42,F,4,Doctorate,Married,Less than $40K,Blue,24,3,2,3,4304,0,4304,0.183,1788,36,0.091,0
Existing Customer,45,F,5,Uneducated,Married,Less than $40K,Blue,33,3,1,3,1830,650,1180,0.724,4838,71,0.972,0.355
Attrited Customer,55,F,3,Graduate,Single,Less than $40K,Blue,36,3,3,5,2060,0,2060,0.251,1976,44,0.257,0
Existing Customer,41,M,4,High School,Single,$60K - $80K,Blue,28,4,3,3,3126,1503,1623,0.892,3662,74,0.644,0.481
Attrited Customer,42,M,4,High School,Unknown,$60K - $80K,Blue,36,4,3,4,1871,0,1871,0.73,2593,48,0.548,0
Existing Customer,31,F,0,Graduate,Single,Less than $40K,Blue,17,4,2,3,2787,1761,1026,0.67,4358,89,0.648,0.632
Existing Customer,50,M,2,Post-Graduate,Married,$80K - $120K,Blue,45,6,3,2,1867,1478,389,0.727,4097,70,0.707,0.792
Attrited Customer,47,F,4,Graduate,Single,Less than $40K,Blue,40,6,4,3,2473,0,2473,0.547,2133,44,0.419,0
Existing Customer,40,M,4,Post-Graduate,Single,$40K - $60K,Blue,30,6,3,2,4640,1555,3085,0.78,3870,70,0.707,0.335
Existing Customer,47,F,4,High School,Married,Less than $40K,Blue,29,6,3,0,2712,2411,301,0.844,5201,82,0.907,0.889
Attrited Customer,51,F,4,Graduate,Married,Unknown,Blue,41,2,3,5,3853,696,3157,0.882,2443,38,0.583,0.181
Attrited Customer,59,F,1,High School,Single,$40K - $60K,Blue,36,5,3,3,1665,0,1665,1.01,2748,40,0.333,0
Existing Customer,43,F,3,Graduate,Married,Less than $40K,Blue,31,6,1,3,2639,0,2639,0.892,4892,85,0.771,0
Existing Customer,59,F,2,High School,Married,Less than $40K,Blue,48,6,1,1,2338,1566,772,0.533,3964,69,0.5,0.67
Existing Customer,51,F,1,Graduate,Married,Less than $40K,Blue,40,3,3,0,2774,1362,1412,0.866,4802,91,0.685,0.491
Existing Customer,57,F,1,College,Single,Unknown,Blue,46,6,1,1,4283,488,3795,0.865,4689,65,0.477,0.114
Existing Customer,35,F,2,Graduate,Single,Less than $40K,Blue,23,6,3,3,2317,1301,1016,0.925,4161,71,1.219,0.562
Existing Customer,55,F,2,College,Divorced,Less than $40K,Blue,43,5,2,1,2239,1340,899,0.658,4540,73,0.587,0.598
Existing Customer,41,F,1,College,Married,Less than $40K,Blue,32,6,3,3,2225,0,2225,1.06,4917,84,0.75,0
Existing Customer,51,F,3,Graduate,Single,Less than $40K,Blue,41,6,2,3,1519,1148,371,0.767,4927,73,0.738,0.756
Existing Customer,51,F,3,Graduate,Married,Less than $40K,Blue,35,6,1,1,2141,1176,965,0.746,4317,64,0.778,0.549
Existing Customer,43,F,2,High School,Married,Less than $40K,Blue,29,4,1,2,2616,1786,830,0.876,5219,63,0.75,0.683
Attrited Customer,52,F,3,High School,Married,Less than $40K,Blue,40,3,5,1,2003,1735,268,0.855,2343,42,0.355,0.866
Existing Customer,47,F,4,Uneducated,Single,Less than $40K,Blue,36,3,1,2,2092,1499,593,0.811,4130,80,1.162,0.717
Existing Customer,44,M,1,College,Single,$40K - $60K,Blue,40,6,1,2,4274,1680,2594,0.78,4820,60,0.765,0.393
Existing Customer,47,F,3,High School,Single,Less than $40K,Blue,31,5,1,3,2317,0,2317,0.57,4894,89,0.854,0
Existing Customer,47,M,4,High School,Married,$80K - $120K,Blue,37,5,3,3,2888,0,2888,0.717,4345,75,0.786,0
Existing Customer,48,M,4,Unknown,Married,$60K - $80K,Blue,36,4,3,3,1622,1249,373,0.585,4164,66,0.61,0.77
Existing Customer,56,F,1,Uneducated,Unknown,$40K - $60K,Blue,46,4,3,3,2929,1287,1642,0.497,3875,67,0.595,0.439
Existing Customer,50,F,1,Unknown,Single,Less than $40K,Blue,40,4,1,2,2319,1026,1293,0.521,4099,74,0.721,0.442
Attrited Customer,55,F,2,Graduate,Divorced,Less than $40K,Blue,50,2,6,3,1720,0,1720,0.707,2719,36,0.44,0
Existing Customer,38,M,3,Unknown,Single,$80K - $120K,Blue,30,5,1,3,3642,724,2918,0.68,4517,79,0.837,0.199
Existing Customer,49,F,3,High School,Married,$40K - $60K,Blue,44,5,1,2,3881,0,3881,0.601,4177,66,0.737,0
Existing Customer,52,F,4,College,Unknown,Less than $40K,Blue,39,6,3,1,2035,1343,692,0.835,4643,86,0.686,0.66
Attrited Customer,47,F,2,High School,Married,Less than $40K,Blue,39,5,3,3,3899,0,3899,0.718,2182,40,0.429,0
Existing Customer,52,F,1,Unknown,Single,$40K - $60K,Blue,43,4,2,2,1981,1082,899,0.584,3913,90,0.731,0.546
Attrited Customer,50,F,1,Graduate,Single,Less than $40K,Blue,36,1,3,4,2422,502,1920,0.997,2548,46,0.484,0.207
Existing Customer,50,F,4,College,Married,Unknown,Blue,36,6,4,3,3862,0,3862,0.578,4058,81,0.723,0
Attrited Customer,42,F,4,High School,Married,Less than $40K,Blue,32,6,3,3,3454,0,3454,0.862,2826,39,0.625,0
Existing Customer,29,F,2,Graduate,Married,Less than $40K,Blue,25,6,3,2,2732,1746,986,1.028,4702,85,0.771,0.639
Existing Customer,50,M,4,High School,Divorced,$80K - $120K,Blue,45,4,2,2,1687,992,695,0.721,4342,82,0.783,0.588
Attrited Customer,43,F,3,Graduate,Married,Less than $40K,Blue,36,4,2,4,3523,0,3523,0.973,3174,44,0.222,0
Attrited Customer,45,F,3,Graduate,Married,Unknown,Blue,40,3,5,3,4462,706,3756,0.886,2526,41,0.414,0.158
Existing Customer,35,F,3,Doctorate,Married,Less than $40K,Blue,30,5,2,2,3976,1789,2187,0.931,4419,75,0.829,0.45
Existing Customer,55,F,3,College,Single,Less than $40K,Blue,36,3,3,3,2679,2277,402,0.736,4943,85,0.735,0.85
Existing Customer,49,F,4,Unknown,Married,$40K - $60K,Blue,29,6,3,2,1564,0,1564,1.114,5172,78,0.733,0
Existing Customer,53,F,2,High School,Single,$40K - $60K,Blue,47,5,2,3,1536,728,808,0.604,4133,78,0.529,0.474
Existing Customer,46,M,5,High School,Married,$40K - $60K,Blue,37,6,2,1,2375,1196,1179,0.641,4087,66,0.833,0.504
Existing Customer,50,F,3,High School,Married,Less than $40K,Blue,42,4,3,3,2719,0,2719,0.794,4172,65,0.97,0
Existing Customer,53,F,4,Graduate,Divorced,$40K - $60K,Blue,45,5,3,1,3369,2424,945,0.825,5220,78,0.592,0.72
Existing Customer,58,F,1,Graduate,Single,Less than $40K,Blue,36,5,1,1,3173,1713,1460,0.609,3797,75,0.786,0.54
Existing Customer,47,F,2,High School,Unknown,Less than $40K,Blue,36,4,2,2,3139,0,3139,0.728,4892,95,0.827,0
Attrited Customer,50,F,3,High School,Married,Less than $40K,Blue,33,3,3,4,2140,0,2140,0.765,2915,50,0.316,0
Existing Customer,56,F,3,Uneducated,Single,Less than $40K,Blue,46,4,3,2,2258,0,2258,0.617,4803,72,0.714,0
Existing Customer,48,M,3,Graduate,Married,$40K - $60K,Blue,43,5,1,1,2423,1779,644,0.503,4035,74,0.805,0.734
Existing Customer,55,F,1,High School,Single,Less than $40K,Blue,37,4,3,3,2376,1969,407,0.788,4301,79,1.026,0.829
Existing Customer,38,M,1,Graduate,Single,Less than $40K,Blue,28,4,5,2,1690,1459,231,0.667,3928,69,0.643,0.863
Existing Customer,52,F,3,Graduate,Single,Less than $40K,Blue,34,5,2,1,2996,2147,849,0.503,4724,66,0.737,0.717
Existing Customer,49,F,1,Post-Graduate,Single,Unknown,Blue,39,6,3,2,2880,1996,884,0.719,4334,81,0.884,0.693
Existing Customer,37,F,2,Unknown,Married,Less than $40K,Blue,18,3,3,1,2023,1587,436,0.647,4391,79,0.837,0.784
Existing Customer,41,F,2,Doctorate,Unknown,Less than $40K,Blue,36,4,1,2,1801,940,861,0.594,3797,74,0.721,0.522
Existing Customer,65,F,2,Doctorate,Single,Less than $40K,Blue,53,6,3,2,2195,1917,278,0.535,4205,65,0.625,0.873
Existing Customer,45,M,4,Graduate,Married,$60K - $80K,Blue,34,6,2,3,2731,1868,863,0.533,3915,66,0.65,0.684
Existing Customer,49,M,3,Graduate,Single,$80K - $120K,Blue,45,3,2,0,2453,1534,919,0.785,4185,66,0.784,0.625
Existing Customer,41,F,3,High School,Married,$40K - $60K,Blue,35,3,3,3,2644,1794,850,0.863,4081,72,0.8,0.679
Existing Customer,41,M,5,Graduate,Married,$60K - $80K,Blue,36,4,4,3,4575,1344,3231,0.46,4726,64,0.561,0.294
Existing Customer,51,F,1,College,Single,Less than $40K,Blue,45,3,3,2,4860,1772,3088,0.561,4329,80,0.86,0.365
Attrited Customer,37,F,2,Unknown,Single,Less than $40K,Blue,25,3,2,4,1690,0,1690,0.69,2645,60,0.622,0
Attrited Customer,43,F,3,High School,Single,$40K - $60K,Blue,34,1,3,2,1654,1474,180,0.586,2086,47,0.621,0.891
Existing Customer,33,F,2,Doctorate,Single,Less than $40K,Blue,36,5,2,3,2800,1559,1241,0.598,4253,83,0.694,0.557
Existing Customer,44,M,4,Post-Graduate,Married,$60K - $80K,Blue,36,3,2,2,3117,1400,1717,0.913,4391,85,0.809,0.449
Existing Customer,44,M,2,Uneducated,Married,$80K - $120K,Blue,34,6,3,3,2558,2016,542,0.806,3792,78,0.5,0.788
Existing Customer,45,F,4,Graduate,Unknown,Unknown,Blue,36,4,1,3,3416,727,2689,0.58,4121,83,0.729,0.213
Existing Customer,47,F,3,Graduate,Married,Less than $40K,Blue,36,3,1,2,3147,2453,694,0.744,4465,82,0.952,0.779
Existing Customer,52,F,3,Unknown,Single,Less than $40K,Blue,37,4,2,2,1554,926,628,0.785,4997,79,0.927,0.596
Attrited Customer,47,F,5,Uneducated,Single,Unknown,Blue,40,5,4,5,3502,0,3502,0.531,1895,42,0.4,0
Existing Customer,49,F,4,Graduate,Single,Less than $40K,Blue,40,4,2,2,2712,1686,1026,0.791,4678,74,0.644,0.622
Existing Customer,39,M,3,High School,Married,$120K +,Blue,36,6,3,2,3281,1682,1599,0.577,4109,69,0.5,0.513
Existing Customer,39,F,2,Graduate,Single,Less than $40K,Blue,26,5,3,3,2469,1826,643,0.666,3837,74,0.721,0.74
Existing Customer,41,M,4,Unknown,Married,$80K - $120K,Blue,35,4,2,3,3497,0,3497,0.696,4345,72,0.756,0
Existing Customer,46,F,4,Unknown,Unknown,$40K - $60K,Blue,38,4,2,3,2505,0,2505,0.8,4384,80,0.86,0
Existing Customer,34,M,2,Graduate,Married,$60K - $80K,Blue,36,5,1,3,2763,1913,850,0.598,4136,69,0.568,0.692
Existing Customer,49,F,2,Uneducated,Married,Less than $40K,Blue,35,5,2,3,2081,0,2081,1.004,4863,87,0.706,0
Attrited Customer,55,F,3,Graduate,Married,Unknown,Blue,45,1,3,1,2815,1848,967,0.563,2618,29,0.45,0.656
Existing Customer,56,F,1,Graduate,Single,Less than $40K,Blue,38,4,1,3,1737,0,1737,0.953,4723,78,0.625,0
Existing Customer,51,F,2,Graduate,Divorced,Unknown,Blue,36,5,3,3,2069,1802,267,0.651,4402,91,0.75,0.871
Existing Customer,37,F,1,Graduate,Single,Less than $40K,Blue,36,3,3,3,2684,0,2684,0.66,4796,85,0.635,0
Existing Customer,48,F,3,High School,Married,$40K - $60K,Blue,38,3,2,2,2151,0,2151,0.763,4604,86,0.72,0
Existing Customer,52,M,2,College,Single,$60K - $80K,Blue,37,4,3,3,2749,1380,1369,0.937,3882,90,0.765,0.502
Existing Customer,44,F,3,High School,Single,Less than $40K,Blue,31,3,2,2,1980,823,1157,0.861,4467,69,0.683,0.416
Attrited Customer,55,F,1,Graduate,Married,Less than $40K,Blue,46,6,4,3,4232,0,4232,0.878,2312,37,0.609,0
Attrited Customer,52,F,3,High School,Married,Less than $40K,Blue,39,5,3,2,3302,2517,785,0.705,2682,47,0.516,0.762
Existing Customer,61,M,1,Graduate,Single,Unknown,Blue,56,5,3,2,4235,1675,2560,1.079,3862,76,0.949,0.396
Attrited Customer,33,F,3,Graduate,Single,Less than $40K,Blue,36,5,2,3,1457,0,1457,0.677,2200,45,0.364,0
Existing Customer,45,F,3,Graduate,Single,Unknown,Blue,27,4,3,3,2478,1748,730,0.643,4353,80,0.667,0.705
Existing Customer,44,M,2,Uneducated,Divorced,$60K - $80K,Blue,34,6,3,2,3650,1270,2380,0.792,4250,81,0.929,0.348
Existing Customer,52,F,2,Unknown,Divorced,Less than $40K,Blue,36,4,2,3,2111,0,2111,0.831,4459,72,0.756,0
Existing Customer,37,F,5,Unknown,Married,Less than $40K,Blue,29,6,1,2,2140,0,2140,0.602,4610,65,1.321,0
Existing Customer,49,F,1,Unknown,Married,Less than $40K,Blue,39,3,4,2,2904,2203,701,0.796,3848,66,0.692,0.759
Existing Customer,40,M,1,Uneducated,Married,$80K - $120K,Blue,36,6,3,2,1770,584,1186,0.706,4442,83,0.844,0.33
Attrited Customer,37,F,2,Unknown,Single,Less than $40K,Blue,36,3,2,3,1534,0,1534,0.642,2596,39,0.393,0
Existing Customer,46,F,2,High School,Single,Less than $40K,Blue,35,6,3,3,2170,1498,672,0.64,4569,79,0.881,0.69
Existing Customer,56,F,3,High School,Married,Unknown,Blue,41,3,2,3,4169,1549,2620,0.768,4519,82,0.708,0.372
Existing Customer,50,F,2,Doctorate,Single,Less than $40K,Blue,43,4,1,0,3206,0,3206,0.631,4731,82,0.822,0
Existing Customer,61,F,0,Post-Graduate,Married,$40K - $60K,Blue,53,4,3,2,2566,2164,402,0.578,4344,73,0.659,0.843
Existing Customer,45,F,4,Graduate,Single,$40K - $60K,Blue,34,3,2,2,2700,1977,723,0.801,4984,75,1.083,0.732
Existing Customer,43,F,2,Uneducated,Divorced,Less than $40K,Blue,31,5,3,1,4332,1313,3019,0.671,4093,84,0.826,0.303
Attrited Customer,48,F,4,Unknown,Married,Less than $40K,Blue,41,3,3,3,2447,1267,1180,0.449,2132,37,0.37,0.518
Existing Customer,41,F,4,Graduate,Single,Less than $40K,Blue,26,5,2,2,1783,1282,501,0.504,3853,76,0.617,0.719
Existing Customer,52,F,1,High School,Single,Less than $40K,Blue,36,3,3,3,2340,1101,1239,0.766,4501,68,0.7,0.471
Existing Customer,45,F,5,Uneducated,Single,Less than $40K,Blue,32,3,3,0,2859,1776,1083,0.79,4440,79,0.756,0.621
Existing Customer,37,M,3,High School,Married,$40K - $60K,Blue,36,3,3,3,2523,2481,42,0.744,4683,76,0.689,0.983
Existing Customer,48,M,2,Post-Graduate,Married,$40K - $60K,Blue,34,4,2,2,4776,0,4776,0.626,4581,60,0.622,0
Existing Customer,59,F,1,Graduate,Married,Less than $40K,Blue,36,3,1,1,2697,1410,1287,0.925,4489,58,0.706,0.523
Existing Customer,57,F,3,High School,Married,Less than $40K,Blue,36,6,2,3,3542,2417,1125,0.687,4127,71,0.479,0.682
Attrited Customer,52,F,1,College,Single,Less than $40K,Blue,41,5,3,6,1764,0,1764,0.824,2740,47,0.343,0
Attrited Customer,43,F,4,Uneducated,Married,Less than $40K,Blue,36,5,3,3,3492,2517,975,0.6,2510,47,0.621,0.721
Attrited Customer,36,F,3,High School,Married,Less than $40K,Blue,36,3,3,3,2977,1340,1637,0.507,2201,39,0.345,0.45
Existing Customer,43,M,5,High School,Married,$60K - $80K,Blue,36,5,2,1,2810,2384,426,0.859,4875,97,0.764,0.848
Existing Customer,57,F,3,Uneducated,Single,Less than $40K,Blue,52,4,3,3,2002,1188,814,0.63,3735,73,0.659,0.593
Existing Customer,55,M,4,Post-Graduate,Single,$60K - $80K,Blue,36,3,2,1,4998,1626,3372,0.695,4329,61,0.694,0.325
Existing Customer,37,F,2,Post-Graduate,Married,Less than $40K,Blue,36,6,2,3,2310,1513,797,0.682,4191,77,0.833,0.655
Existing Customer,54,F,2,High School,Married,$40K - $60K,Blue,36,3,3,3,3892,0,3892,0.738,4318,74,0.762,0
Existing Customer,34,M,3,Uneducated,Married,$60K - $80K,Blue,25,6,1,1,2345,1643,702,0.678,4634,69,0.643,0.701
Existing Customer,50,M,0,Graduate,Single,$80K - $120K,Blue,45,3,2,2,2135,1506,629,0.883,4821,77,0.711,0.705
Existing Customer,50,F,2,Unknown,Single,Less than $40K,Blue,36,3,2,2,2528,1689,839,0.514,4269,78,0.857,0.668
Existing Customer,50,F,2,High School,Married,Less than $40K,Blue,36,3,1,3,3397,1658,1739,0.724,4208,75,0.786,0.488
Attrited Customer,54,F,2,Post-Graduate,Married,Less than $40K,Blue,48,3,6,3,1638,0,1638,0.163,1702,36,0.125,0
Existing Customer,50,F,3,High School,Single,Less than $40K,Blue,38,6,3,2,2775,1475,1300,0.854,4608,84,0.647,0.532
Attrited Customer,37,F,2,Graduate,Married,$40K - $60K,Blue,29,2,2,6,2547,1965,582,0.535,2160,46,0.353,0.771
Attrited Customer,47,M,2,Uneducated,Married,$60K - $80K,Blue,32,1,3,6,1789,0,1789,0.637,2784,49,0.581,0
Existing Customer,51,F,1,Uneducated,Single,$40K - $60K,Blue,46,5,3,2,2284,1674,610,0.784,4885,86,0.83,0.733
Existing Customer,28,F,0,Unknown,Married,Unknown,Blue,36,3,4,2,3524,1306,2218,0.8,4252,78,0.814,0.371
Existing Customer,40,F,3,Unknown,Married,Less than $40K,Blue,30,4,2,3,1620,1278,342,0.595,4530,69,1.029,0.789
Existing Customer,51,F,3,High School,Single,Less than $40K,Blue,39,5,2,1,4038,1237,2801,0.61,4188,68,0.545,0.306
Existing Customer,56,M,4,Graduate,Single,$80K - $120K,Blue,36,5,3,2,2078,1696,382,0.562,4382,82,0.783,0.816
Existing Customer,51,F,4,Graduate,Married,Less than $40K,Blue,36,5,3,2,1571,0,1571,0.89,4580,74,1.056,0
Existing Customer,43,M,3,College,Married,$80K - $120K,Blue,24,6,3,1,4726,1161,3565,0.698,4683,91,0.896,0.246
Existing Customer,56,F,4,Post-Graduate,Unknown,Less than $40K,Blue,49,5,3,3,4604,621,3983,0.814,4586,79,0.646,0.135
Existing Customer,48,F,3,Unknown,Divorced,Less than $40K,Blue,36,5,2,1,2680,1871,809,0.955,4592,78,0.902,0.698
Attrited Customer,41,F,3,College,Married,$40K - $60K,Blue,15,5,3,4,4312,2517,1795,0.741,2693,56,0.436,0.584
Existing Customer,50,M,2,Unknown,Married,$60K - $80K,Blue,44,5,3,1,2205,1659,546,0.891,4813,77,0.674,0.752
Existing Customer,44,F,3,College,Married,Less than $40K,Blue,31,5,6,2,2679,727,1952,0.894,4804,78,0.814,0.271
Existing Customer,48,F,2,Graduate,Married,Less than $40K,Blue,37,4,2,1,3378,0,3378,0.58,4761,81,0.884,0
Existing Customer,34,M,1,High School,Single,$40K - $60K,Blue,25,4,1,2,1793,1141,652,0.715,5293,88,0.76,0.636
Existing Customer,59,F,0,Graduate,Divorced,Less than $40K,Blue,49,6,2,3,2228,1502,726,0.719,3922,75,1.027,0.674
Existing Customer,41,F,3,College,Single,$40K - $60K,Blue,22,5,0,2,2577,1582,995,0.697,4734,75,0.596,0.614
Attrited Customer,39,F,1,Graduate,Married,Less than $40K,Blue,36,1,2,3,1462,0,1462,0.393,1998,36,0.161,0
Attrited Customer,50,F,4,Graduate,Married,Less than $40K,Blue,30,5,3,4,4038,1530,2508,0.724,2400,41,0.323,0.379
Existing Customer,34,F,2,Unknown,Divorced,Less than $40K,Blue,30,3,1,2,4408,1510,2898,0.73,4495,77,0.833,0.343
Existing Customer,46,F,5,High School,Married,Unknown,Blue,35,3,1,3,4163,0,4163,0.743,4763,76,0.854,0
Existing Customer,49,M,0,High School,Single,$80K - $120K,Blue,43,6,3,1,1883,1295,588,0.81,5187,89,0.712,0.688
Existing Customer,42,F,3,Graduate,Single,Less than $40K,Blue,36,5,1,2,3308,2517,791,0.543,5104,85,0.545,0.761
Existing Customer,65,F,0,College,Single,Less than $40K,Blue,55,3,3,0,2022,0,2022,0.579,4623,65,0.548,0
Existing Customer,38,F,2,College,Married,Unknown,Blue,28,5,1,3,4693,634,4059,0.909,4460,79,0.837,0.135
Existing Customer,52,F,1,Graduate,Unknown,Less than $40K,Blue,36,6,1,3,2873,1714,1159,0.796,4620,81,0.884,0.597
Existing Customer,39,F,3,High School,Divorced,$40K - $60K,Blue,28,4,1,3,3400,2307,1093,0.901,4742,90,0.698,0.679
Existing Customer,48,F,3,High School,Divorced,$40K - $60K,Blue,40,3,1,3,2405,1410,995,0.866,4421,79,0.881,0.586
Existing Customer,44,F,3,High School,Unknown,Less than $40K,Blue,36,3,3,2,2608,1804,804,0.847,4671,61,0.694,0.692
Existing Customer,41,F,3,High School,Married,Less than $40K,Blue,36,6,2,3,2359,1509,850,1.1,5232,78,0.814,0.64
Existing Customer,47,F,4,Post-Graduate,Married,Less than $40K,Blue,39,6,2,2,1790,0,1790,0.516,4141,87,0.74,0
Attrited Customer,54,F,2,Uneducated,Married,Less than $40K,Blue,50,3,6,3,2247,0,2247,0.641,2615,37,0.423,0
Existing Customer,40,M,3,High School,Single,$80K - $120K,Blue,36,5,3,3,3624,0,3624,0.74,4749,82,0.864,0
Existing Customer,39,F,2,College,Married,$40K - $60K,Blue,31,3,1,2,2901,2143,758,0.948,4239,78,0.733,0.739
Existing Customer,57,F,3,Post-Graduate,Married,Less than $40K,Blue,36,4,3,2,2525,1203,1322,0.725,4360,78,0.857,0.476
Existing Customer,60,F,1,High School,Divorced,Less than $40K,Blue,48,5,3,3,2737,1812,925,0.703,4507,86,0.955,0.662
Existing Customer,33,F,0,High School,Single,Unknown,Blue,27,6,1,1,2252,1826,426,0.716,5055,68,1,0.811
Existing Customer,63,M,0,College,Single,$60K - $80K,Blue,51,4,2,1,2706,889,1817,0.73,5047,64,0.882,0.329
Existing Customer,49,F,2,High School,Married,$40K - $60K,Blue,40,5,3,2,3263,1522,1741,0.58,4288,69,0.725,0.466
Attrited Customer,41,F,4,College,Married,$40K - $60K,Blue,29,5,2,3,3281,0,3281,0.875,2907,45,0.406,0
Existing Customer,46,F,5,College,Divorced,$40K - $60K,Blue,38,6,1,3,3276,1915,1361,0.672,4264,76,0.617,0.585
Existing Customer,41,F,3,Unknown,Single,Less than $40K,Blue,29,4,2,3,1966,1452,514,0.621,4666,74,0.682,0.739
Existing Customer,45,F,2,Unknown,Married,Less than $40K,Blue,38,3,2,3,3682,0,3682,0.797,4015,77,0.51,0
Attrited Customer,54,F,2,Doctorate,Single,Less than $40K,Blue,42,3,4,3,1694,0,1694,0.354,1930,41,0.519,0
Existing Customer,41,M,2,High School,Divorced,$80K - $120K,Blue,36,6,2,2,1636,986,650,0.833,4695,73,0.872,0.603
Existing Customer,48,F,1,Graduate,Married,Less than $40K,Blue,38,6,2,3,1449,749,700,0.943,4039,50,0.852,0.517
Existing Customer,45,F,2,Graduate,Married,Less than $40K,Blue,38,3,3,3,1513,788,725,0.677,4166,71,0.868,0.521
Existing Customer,46,F,4,Doctorate,Divorced,Less than $40K,Blue,38,4,3,2,4120,1578,2542,0.379,4792,81,0.588,0.383
Existing Customer,47,F,2,Unknown,Single,Less than $40K,Blue,41,5,3,1,2289,1611,678,0.648,4817,77,0.75,0.704
Existing Customer,45,F,3,Graduate,Single,Less than $40K,Blue,33,6,2,3,2016,972,1044,0.685,4535,82,0.745,0.482
Attrited Customer,49,M,3,Uneducated,Married,$80K - $120K,Blue,40,5,4,3,2509,450,2059,0.654,2239,47,0.621,0.179
Existing Customer,40,F,2,Graduate,Married,Less than $40K,Blue,35,3,1,3,3511,0,3511,0.758,5238,82,0.708,0
Existing Customer,45,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,37,6,3,3,2751,2432,319,0.905,4453,75,0.923,0.884
Existing Customer,34,F,2,High School,Divorced,Less than $40K,Blue,36,3,6,3,2426,0,2426,0.888,4918,81,0.8,0
Existing Customer,47,F,2,High School,Married,Unknown,Blue,40,5,1,3,2264,0,2264,0.67,4279,75,0.531,0
Existing Customer,42,M,2,Graduate,Single,$80K - $120K,Blue,36,3,1,3,3046,1231,1815,0.692,4711,77,0.878,0.404
Existing Customer,48,F,3,Unknown,Married,Less than $40K,Blue,43,3,1,2,3119,2196,923,0.81,4705,77,1.2,0.704
Existing Customer,50,F,3,Uneducated,Unknown,Unknown,Blue,30,4,1,3,1507,0,1507,0.648,4037,83,0.729,0
Existing Customer,51,F,4,High School,Single,Less than $40K,Blue,36,6,3,3,2902,1634,1268,0.588,4748,74,0.51,0.563
Existing Customer,47,F,3,College,Married,Less than $40K,Blue,38,5,2,2,1585,1304,281,0.727,4656,80,0.6,0.823
Existing Customer,47,F,1,High School,Single,Less than $40K,Blue,36,6,2,3,2899,2418,481,0.575,4296,68,0.838,0.834
Existing Customer,50,F,2,Unknown,Married,$40K - $60K,Blue,36,5,1,2,2295,1277,1018,0.308,2245,47,0.679,0.556
Existing Customer,39,F,2,Unknown,Married,Less than $40K,Blue,33,3,1,3,3251,1937,1314,0.685,4284,85,0.809,0.596
Existing Customer,48,F,2,High School,Married,Unknown,Blue,27,3,1,2,4009,1361,2648,0.886,4506,80,0.86,0.339
Attrited Customer,45,F,4,Unknown,Married,Less than $40K,Blue,39,3,2,2,3411,1472,1939,0.585,2108,55,0.618,0.432
Existing Customer,35,F,4,Graduate,Single,Less than $40K,Blue,29,6,3,0,2118,1189,929,1.158,4541,60,0.818,0.561
Existing Customer,34,F,3,Graduate,Married,$40K - $60K,Blue,25,6,2,2,2275,1468,807,0.757,4977,88,0.692,0.645
Existing Customer,59,F,1,College,Single,Less than $40K,Blue,48,5,2,0,2601,1888,713,0.773,4899,62,0.771,0.726
Existing Customer,52,M,3,High School,Single,$80K - $120K,Blue,41,6,3,3,4642,2413,2229,0.797,3532,72,0.674,0.52
Existing Customer,51,F,2,Unknown,Single,Less than $40K,Blue,36,3,2,2,1858,1071,787,0.611,4388,66,0.535,0.576
Existing Customer,59,F,1,Graduate,Single,Less than $40K,Blue,52,5,3,3,2636,1619,1017,0.565,4727,83,0.627,0.614
Existing Customer,50,F,3,Doctorate,Single,$40K - $60K,Blue,42,4,3,3,3743,881,2862,0.77,4621,71,0.821,0.235
